date,time,date_time,roadway,intersection,report_number,address,latitude,longitude
5/17/18,1642,5/17/18 16:42,TARRYTOWN RD,,2018004776,"TARRYTOWN RD, Greenburgh, NY",41.038218,-73.782072
5/19/18,1400,5/19/18 14:00,ARDSLEY RD,,2018004835,"ARDSLEY RD, Greenburgh, NY",40.9904958,-73.8120405
5/19/18,1525,5/19/18 15:25,TARRYTOWN RD,,2018004836,"TARRYTOWN RD, Greenburgh, NY",41.038218,-73.782072
5/19/18,1737,5/19/18 17:37,N CENTRAL AV,,2018004840,"N CENTRAL AV, Greenburgh, NY",41.0578264,-73.8169616
5/21/18,1756,5/21/18 17:56,SAW MILL RIVER RD,,2018004910,"SAW MILL RIVER RD, Greenburgh, NY",41.0115345,-73.8483435
5/23/18,850,5/23/18 8:50,BELLWOOD RD,,2018004958,"BELLWOOD RD, Greenburgh, NY",41.066234,-73.79629
5/24/18,1559,5/24/18 15:59,GRASSLANDS RD,,2018005014,"GRASSLANDS RD, Greenburgh, NY",41.070303,-73.78745
5/27/18,1716,5/27/18 17:16,TARRYTOWN RD,,2018005120,"TARRYTOWN RD, Greenburgh, NY",41.038218,-73.782072
5/30/18,722,5/30/18 7:22,OAK RIDGE RD,,2018005210,"OAK RIDGE RD, Greenburgh, NY",41.007754,-73.848869
6/1/18,737,6/1/18 7:37,OLD SAW MILL RIVER RD,,2018005291,"OLD SAW MILL RIVER RD, Greenburgh, NY",41.0735826,-73.8176604
6/1/18,1226,6/1/18 12:26,ARDSLEY RD,,2018005305,"ARDSLEY RD, Greenburgh, NY",40.9904958,-73.8120405
6/2/18,1952,6/2/18 19:52,N CENTRAL AV,,2018005358,"N CENTRAL AV, Greenburgh, NY",41.0578264,-73.8169616
6/10/18,1423,6/10/18 14:23,E HARTSDALE,,2018005609,"E HARTSDALE, Greenburgh, NY",41.0189863,-73.7981884
6/12/18,800,6/12/18 8:00,CONCORD AV,,2018005675,"CONCORD AV, Greenburgh, NY",41.02746,-73.786791
6/12/18,1709,6/12/18 17:09,ARDSLEY RD,,2018005686,"ARDSLEY RD, Greenburgh, NY",40.9904958,-73.8120405
6/13/18,1205,6/13/18 12:05,JACKSON AV,,2018005708,"JACKSON AV, Greenburgh, NY",40.986792,-73.836019
6/15/18,2010,6/15/18 20:10,DRISLER AV,,2018005795,"DRISLER AV, Greenburgh, NY",41.03701,-73.833998
6/16/18,1400,6/16/18 14:00,ARDSLEY RD,,2018005811,"ARDSLEY RD, Greenburgh, NY",40.9904958,-73.8120405
6/16/18,2105,6/16/18 21:05,TARRYTOWN RD,,2018005826,"TARRYTOWN RD, Greenburgh, NY",41.038218,-73.782072
6/16/18,1550,6/16/18 15:50,KNOLLWOOD RD,,2018005847,"KNOLLWOOD RD, Greenburgh, NY",41.0456548,-73.8047319
6/18/18,733,6/18/18 7:33,KNOLLWOOD RD,,2018005869,"KNOLLWOOD RD, Greenburgh, NY",41.0456548,-73.8047319
6/18/18,1730,6/18/18 17:30,E HARTSDALE AV,,2018005899,"E HARTSDALE AV, Greenburgh, NY",41.0114855,-73.7961129
6/20/18,1250,6/20/18 12:50,S CENTRAL AV,,2018005956,"S CENTRAL AV, Greenburgh, NY",41.015,-73.803182
6/21/18,704,6/21/18 7:04,DOBBS FERRY RD,,2018005975,"DOBBS FERRY RD, Greenburgh, NY",41.0380371,-73.8182026
6/21/18,1725,6/21/18 17:25,KNOLLWOOD RD,I-287,2018005997,"KNOLLWOOD RD AND I-287, Greenburgh, NY",41.058608,-73.805752
6/23/18,1043,6/23/18 10:43,JACKSON AV,,2018006053,"JACKSON AV, Greenburgh, NY",40.986792,-73.836019
6/23/18,1540,6/23/18 15:40,CENTRAL AV,,2018006063,"CENTRAL AV, Greenburgh, NY",41.0779345,-73.8607943
6/23/18,1820,6/23/18 18:20,S CENTRAL AV,,2018006068,"S CENTRAL AV, Greenburgh, NY",41.015,-73.803182
7/10/18,1159,7/10/18 11:59,BENEDICT AV,,2018006672,"BENEDICT AV, Greenburgh, NY",41.0632158,-73.8372502
7/12/18,1109,7/12/18 11:09,HILLSIDE AV,NORTH RD,2018006753,"HILLSIDE AV AND NORTH RD, Greenburgh, NY",41.0452952,-73.790382
7/15/18,1839,7/15/18 18:39,S CENTRAL AV,,2018006852,"S CENTRAL AV, Greenburgh, NY",41.015,-73.803182
7/20/18,815,7/20/18 8:15,W HARTSDALE AV,,2018007003,"W HARTSDALE AV, Greenburgh, NY",41.026784,-73.807664
7/26/18,1530,7/26/18 15:30,E HARTSDALE AV,,2018007211,"E HARTSDALE AV, Greenburgh, NY",41.0114855,-73.7961129
8/6/18,1028,8/6/18 10:28,E. HARTSDALE AVE,,2018007532,"E. HARTSDALE AVE, Greenburgh, NY",41.0114855,-73.7961129
11/1/18,847,11/1/18 8:47,50 TARRYTOWN RD,,2018010413,"50 TARRYTOWN RD, Greenburgh, NY",41.045335,-73.803868
12/6/18,1115,12/6/18 11:15,CENTRAL PK AV,,2018011601,"CENTRAL PK AV, Greenburgh, NY",41.007948,-73.809802
10/3/18,1922,10/3/18 19:22,W HARTSDALE AV,,2018009407,"W HARTSDALE AV, Greenburgh, NY",41.026784,-73.807664
9/26/18,1321,9/26/18 13:21,MT JOY AVE,,2018009168,"MT JOY AVE, Greenburgh, NY",40.996192,-73.815986
10/15/18,830,10/15/18 8:30,516 TARRYTOWN RD.,,2018009787,"516 TARRYTOWN RD., Greenburgh, NY",41.0449197214765,-73.8041218557047
8/10/18,1110,8/10/18 11:10,TARRYTOWN RD,I 287,2018007669,"TARRYTOWN RD AND I 287, Greenburgh, NY",41.045267,-73.803961
11/19/18,1529,11/19/18 15:29,TARRYTOWN RD,,2018011069,"TARRYTOWN RD, Greenburgh, NY",41.038218,-73.782072
10/3/18,1115,10/3/18 11:15,S. CENTRAL AVE,,2018009381,"S. CENTRAL AVE, Greenburgh, NY",41.015,-73.803182
8/31/18,1218,8/31/18 12:18,1169 KNOLLWOOD RD,,2018008362,"1169 KNOLLWOOD RD, Greenburgh, NY",41.0710666761481,-73.7995458569286
10/5/18,1359,10/5/18 13:59,SAW MILL RIVER RD,,2018009468,"SAW MILL RIVER RD, Greenburgh, NY",41.0115345,-73.8483435
10/14/18,1210,10/14/18 12:10,SPRAIN RD,ARDSLEY RD,2018009766,"SPRAIN RD AND ARDSLEY RD, Greenburgh, NY",40.995854,-73.841711
8/15/18,1700,8/15/18 17:00,81 KNOLLWOOD RD,,2018007834,"81 KNOLLWOOD RD, Greenburgh, NY",41.0487460769231,-73.8027562692308
12/28/18,1523,12/28/18 15:23,S CENTRAL AVE,,2018012314,"S CENTRAL AVE, Greenburgh, NY",41.015,-73.803182
9/11/18,1259,9/11/18 12:59,KNOLLWOOD RD,,2018008686,"KNOLLWOOD RD, Greenburgh, NY",41.0456548,-73.8047319
10/9/18,642,10/9/18 6:42,JACKSON AVE,,2018009585,"JACKSON AVE, Greenburgh, NY",40.986792,-73.836019
10/18/18,1420,10/18/18 14:20,S CENTRAL AVE,,2018009911,"S CENTRAL AVE, Greenburgh, NY",41.015,-73.803182
10/30/18,1755,10/30/18 17:55,SPRAIN RD,ARDSLEY RD,2018010377,"SPRAIN RD AND ARDSLEY RD, Greenburgh, NY",40.995854,-73.841711
11/15/18,1530,11/15/18 15:30,CENTRAL AVE,,2018010897,"CENTRAL AVE, Greenburgh, NY",41.0779345,-73.8607943
11/19/18,734,11/19/18 7:34,SAW MILL RIVER RD,,2018011042,"SAW MILL RIVER RD, Greenburgh, NY",41.0115345,-73.8483435
11/20/18,2229,11/20/18 22:29,CONCORD AV,,2018011119,"CONCORD AV, Greenburgh, NY",41.02746,-73.786791
12/2/18,1610,12/2/18 16:10,26 S. CENTRAL AVE,,2018011488,"26 S. CENTRAL AVE, Greenburgh, NY",41.0774807142857,-73.8590502857143
9/4/18,1247,9/4/18 12:47,ARDSLEY RD,,2018008488,"ARDSLEY RD, Greenburgh, NY",40.9904958,-73.8120405
9/5/18,1900,9/5/18 19:00,CENTRAL AVE,,2018008525,"CENTRAL AVE, Greenburgh, NY",41.0779345,-73.8607943
9/15/18,1630,9/15/18 16:30,SAW MILL RIVER RD,,2018008800,"SAW MILL RIVER RD, Greenburgh, NY",41.0115345,-73.8483435
9/22/18,1605,9/22/18 16:05,CENTRAL AV,,2018009027,"CENTRAL AV, Greenburgh, NY",41.0779345,-73.8607943
12/4/18,855,12/4/18 8:55,ARDSLEY RD,CENTRAL AVE,2018011531,"ARDSLEY RD AND CENTRAL AVE, Greenburgh, NY",40.9889712,-73.8106127
12/18/18,1120,12/18/18 11:20,ARDSLEY RD,,2018011987,"ARDSLEY RD, Greenburgh, NY",40.9904958,-73.8120405
12/23/18,1517,12/23/18 15:17,S CENTRAL AVE,,2018012168,"S CENTRAL AVE, Greenburgh, NY",41.015,-73.803182
12/31/18,1820,12/31/18 18:20,CENTRAL AVE,,2018012391,"CENTRAL AVE, Greenburgh, NY",41.0779345,-73.8607943
8/13/18,1235,8/13/18 12:35,TARRYTOWN RD,,2018007767,"TARRYTOWN RD, Greenburgh, NY",41.038218,-73.782072
9/8/18,1353,9/8/18 13:53,SAW MILL RIVER RD,,2018008616,"SAW MILL RIVER RD, Greenburgh, NY",41.0115345,-73.8483435
9/12/18,2011,9/12/18 20:11,SAW MILL RIVER RD,,2018008717,"SAW MILL RIVER RD, Greenburgh, NY",41.0115345,-73.8483435
9/14/18,744,9/14/18 7:44,JACKSON AVE,,2018008755,"JACKSON AVE, Greenburgh, NY",40.986792,-73.836019
9/28/18,849,9/28/18 8:49,GRASSLANDS RD,,2018009219,"GRASSLANDS RD, Greenburgh, NY",41.070303,-73.78745
9/30/18,2000,9/30/18 20:00,44 ROSEMONT BLVD,,2018009312,"44 ROSEMONT BLVD, Greenburgh, NY",41.043555,-73.792952
10/1/18,1851,10/1/18 18:51,OLD TARRYTOWN RD,HILLSIDE AVE,2018009328,"OLD TARRYTOWN RD AND HILLSIDE AVE, Greenburgh, NY",41.052261,-73.801704
10/2/18,1210,10/2/18 12:10,SAW MILL RIVER RD,,2018009354,"SAW MILL RIVER RD, Greenburgh, NY",41.0115345,-73.8483435
10/16/18,1057,10/16/18 10:57,OLD TARRYTOWN RD,HILLSIDE AVE,2018009828,"OLD TARRYTOWN RD AND HILLSIDE AVE, Greenburgh, NY",41.052261,-73.801704
10/18/18,1722,10/18/18 17:22,TAXTER RD,,2018009924,"TAXTER RD, Greenburgh, NY",41.0587471,-73.828686
10/25/18,728,10/25/18 7:28,DOBBS FERRY RD,,2018010174,"DOBBS FERRY RD, Greenburgh, NY",41.0380371,-73.8182026
11/6/18,759,11/6/18 7:59,DOBBS FERRY RD,,2018010574,"DOBBS FERRY RD, Greenburgh, NY",41.0380371,-73.8182026
8/22/18,1249,8/22/18 12:49,1 WAREHOUSE LN,,2018008041,"1 WAREHOUSE LN, Greenburgh, NY",41.063585,-73.818851
9/16/18,1042,9/16/18 10:42,E HARTSDALE AVE,,2018008820,"E HARTSDALE AVE, Greenburgh, NY",41.0114855,-73.7961129
10/18/18,1808,10/18/18 18:08,DOBBS FERRY RD,,2018009925,"DOBBS FERRY RD, Greenburgh, NY",41.0380371,-73.8182026
12/14/18,1559,12/14/18 15:59,SAW MILL RIVER RD,,2018011877,"SAW MILL RIVER RD, Greenburgh, NY",41.0115345,-73.8483435
12/18/18,1106,12/18/18 11:06,SAW MILL RIVER RD,,2018011988,"SAW MILL RIVER RD, Greenburgh, NY",41.0115345,-73.8483435
12/31/18,2008,12/31/18 20:08,GRASSLANDS RD,,2018012396,"GRASSLANDS RD, Greenburgh, NY",41.070303,-73.78745
8/3/18,1821,8/3/18 18:21,TARRYTOWN RD,,2018007473,"TARRYTOWN RD, Greenburgh, NY",41.038218,-73.782072
8/24/18,1856,8/24/18 18:56,525 TARRYTOWN RD,,2018008126,"525 TARRYTOWN RD, Greenburgh, NY",41.0449287516779,-73.8041344496644
10/3/18,1856,10/3/18 18:56,HILLSIDE AVE,,2018009403,"HILLSIDE AVE, Greenburgh, NY",41.0452952,-73.790382
10/9/18,1509,10/9/18 15:09,S CENTRAL AVE,,2018009604,"S CENTRAL AVE, Greenburgh, NY",41.015,-73.803182
11/23/18,1534,11/23/18 15:34,JACKSON AVE,,2018011205,"JACKSON AVE, Greenburgh, NY",40.986792,-73.836019
10/6/18,1830,10/6/18 18:30,SPRAIN RD,,2018009514,"SPRAIN RD, Greenburgh, NY",40.995854,-73.841711
11/6/18,1442,11/6/18 14:42,WHITE PLAINS RD,,2018010594,"WHITE PLAINS RD, Greenburgh, NY",41.0594236,-73.8293423
11/21/18,803,11/21/18 8:03,TARRYTOWN RD,,2018011123,"TARRYTOWN RD, Greenburgh, NY",41.038218,-73.782072
11/29/18,1811,11/29/18 18:11,TARRYTOWN RD,,2018011411,"TARRYTOWN RD, Greenburgh, NY",41.038218,-73.782072
12/17/18,1155,12/17/18 11:55,KNOLLWOOD RD,,2018011957,"KNOLLWOOD RD, Greenburgh, NY",41.0456548,-73.8047319
12/22/18,1640,12/22/18 16:40,TARRYTOWN RD,,2018012144,"TARRYTOWN RD, Greenburgh, NY",41.038218,-73.782072
9/4/18,1401,9/4/18 14:01,TARRYTOWN RD,,2018008490,"TARRYTOWN RD, Greenburgh, NY",41.038218,-73.782072
10/3/18,901,10/3/18 9:01,DOBBS FERRY RD,,2018009374,"DOBBS FERRY RD, Greenburgh, NY",41.0380371,-73.8182026
10/26/18,1100,10/26/18 11:00,SPRAIN ROAD,,20180010232,"SPRAIN ROAD, Greenburgh, NY",40.9788487,-73.856675
11/24/18,1445,11/24/18 14:45,AQUEDUCT ROAD,,2018011235,"AQUEDUCT ROAD, Greenburgh, NY",41.0112434,-73.7959369
12/6/18,1645,12/6/18 16:45,E HARTSDALE AVE,ROCKLEDGE RD,2018011610,"E HARTSDALE AVE AND ROCKLEDGE RD, Greenburgh, NY",41.0107609,-73.7965313
12/7/18,1909,12/7/18 19:09,S CENTRAL AVE,,2018011644,"S CENTRAL AVE, Greenburgh, NY",41.015,-73.803182
8/7/18,2230,8/7/18 22:30,E HARTSDALE AVE,,20187584,"E HARTSDALE AVE, Greenburgh, NY",41.0114855,-73.7961129
9/11/18,1528,9/11/18 15:28,N CENTRAL AVE,,2018008690,"N CENTRAL AVE, Greenburgh, NY",41.0578264,-73.8169616
9/27/18,1511,9/27/18 15:11,79 HILLCREST RD,,2018009196,"79 HILLCREST RD, Greenburgh, NY",41.021352,-73.802
12/10/18,1328,12/10/18 13:28,50 E HARTSDALE AVE,,2018011740,"50 E HARTSDALE AVE, Greenburgh, NY",41.0169691768166,-73.7972408386297
9/18/18,2250,9/18/18 22:50,TARRYTOWN RD,,2018008905,"TARRYTOWN RD, Greenburgh, NY",41.038218,-73.782072
8/24/18,1856,8/24/18 18:56,525 TARRYTOWN RD,,2018008126,"525 TARRYTOWN RD, Greenburgh, NY",41.0449287516779,-73.8041344496644
10/22/18,1443,10/22/18 14:43,DOBBS FERRY RD,,2018010187,"DOBBS FERRY RD, Greenburgh, NY",41.0380371,-73.8182026
11/15/18,500,11/15/18 5:00,SPRAIN VALLEY RD,,2018010949,"SPRAIN VALLEY RD, Greenburgh, NY",40.993408,-73.834602
9/11/18,1528,9/11/18 15:28,N CENTRAL AVE,,2018008690,"N CENTRAL AVE, Greenburgh, NY",41.0578264,-73.8169616
1/3/18,1750,1/3/18 17:50,TARRYTOWN RD,,2018000096,"TARRYTOWN RD, Greenburgh, NY",41.038218,-73.782072
1/5/18,1039,1/5/18 10:39,150 E HARTSDALE AV,,2018000157,"150 E HARTSDALE AV, Greenburgh, NY",41.0133121869858,-73.7965480916223
1/5/18,1645,1/5/18 16:45,SAW MILL RIVER RD,,2018000169,"SAW MILL RIVER RD, Greenburgh, NY",41.0115345,-73.8483435
1/6/18,1415,1/6/18 14:15,S CENTRAL AV,,2018000202,"S CENTRAL AV, Greenburgh, NY",41.015,-73.803182
1/9/18,900,1/9/18 9:00,SAW MILL RIVER RD,,2018000281,"SAW MILL RIVER RD, Greenburgh, NY",41.0115345,-73.8483435
1/11/18,1812,1/11/18 18:12,KENT RD,,2018000393,"KENT RD, Greenburgh, NY",41.0452464,-73.7777149
2/6/18,825,2/6/18 8:25,SAW MILL RIVER RD,,2018001248,"SAW MILL RIVER RD, Greenburgh, NY",41.0115345,-73.8483435
2/13/18,1229,2/13/18 12:29,ARDSLEY RD,,2018001468,"ARDSLEY RD, Greenburgh, NY",40.9904958,-73.8120405
2/14/18,1218,2/14/18 12:18,N CENTRAL AV,,2018001517,"N CENTRAL AV, Greenburgh, NY",41.0578264,-73.8169616
2/23/18,1816,2/23/18 18:16,TARRYTOWN RD,,2018001834,"TARRYTOWN RD, Greenburgh, NY",41.038218,-73.782072
2/25/18,826,2/25/18 8:26,S CENTRAL AV,,2018001880,"S CENTRAL AV, Greenburgh, NY",41.015,-73.803182
2/26/18,815,2/26/18 8:15,41 ROCKLEDGE RD,,2018001909,"41 ROCKLEDGE RD, Greenburgh, NY",41.0146027419355,-73.7960358387097
2/27/18,1240,2/27/18 12:40,S CENTRAL AV,,2018001951,"S CENTRAL AV, Greenburgh, NY",41.015,-73.803182
3/6/18,1620,3/6/18 16:20,KNOLLWOOD RD,,2018002238,"KNOLLWOOD RD, Greenburgh, NY",41.0456548,-73.8047319
3/11/18,1024,3/11/18 10:24,W HARTSDALE RD,,2018002388,"W HARTSDALE RD, Greenburgh, NY",41.037835,-73.810686
3/17/18,1132,3/17/18 11:32,S CENTRAL AV,,2018002616,"S CENTRAL AV, Greenburgh, NY",41.015,-73.803182
3/18/18,1920,3/18/18 19:20,S CENTRAL AV,,2018002670,"S CENTRAL AV, Greenburgh, NY",41.015,-73.803182
3/19/18,829,3/19/18 8:29,S CENTRAL AV,,2018002683,"S CENTRAL AV, Greenburgh, NY",41.015,-73.803182
3/19/18,1322,3/19/18 13:22,156 S CENTRAL AV,,2018002693,"156 S CENTRAL AV, Greenburgh, NY",41.0124127986577,-73.8058419463087
3/23/18,1640,3/23/18 16:40,TARRYTOWN RD,287,2018002861,"TARRYTOWN RD AND 287, Greenburgh, NY",41.0482277862601,-73.8081316342986
3/26/18,948,3/26/18 9:48,KNOLLWOOD RD,I-287,2018002921,"KNOLLWOOD RD AND I-287, Greenburgh, NY",41.058608,-73.805752
3/28/18,1810,3/28/18 18:10,JACKSON AV,,2018003002,"JACKSON AV, Greenburgh, NY",40.986792,-73.836019
3/31/18,1859,3/31/18 18:59,S CENTRAL AV,,2018003113,"S CENTRAL AV, Greenburgh, NY",41.015,-73.803182
4/4/18,910,4/4/18 9:10,S CENTRAL AV,,2018003213,"S CENTRAL AV, Greenburgh, NY",41.015,-73.803182
4/6/18,2104,4/6/18 21:04,TARRYTOWN RD,HILLSIDE AV,2018003290,"TARRYTOWN RD AND HILLSIDE AV, Greenburgh, NY",41.0495361,-73.8099285
4/7/18,1505,4/7/18 15:05,S CENTRAL AV,,2018003310,"S CENTRAL AV, Greenburgh, NY",41.015,-73.803182
4/11/18,942,4/11/18 9:42,TARRYTOWN RD,,2018003434,"TARRYTOWN RD, Greenburgh, NY",41.038218,-73.782072
4/12/18,807,4/12/18 8:07,S CENTRAL AV,,2018003466,"S CENTRAL AV, Greenburgh, NY",41.015,-73.803182
4/15/18,1252,4/15/18 12:52,677 HILLSIDE AV,,2018003574,"677 HILLSIDE AV, Greenburgh, NY",41.0592895723248,-73.7838653623197
4/15/18,1301,4/15/18 13:01,677 HILLSIDE AV,,2018003577,"677 HILLSIDE AV, Greenburgh, NY",41.0592895723248,-73.7838653623197
4/17/18,805,4/17/18 8:05,,,2018003649,,34.220389,70.3800314
4/17/18,1200,4/17/18 12:00,TARRYTOWN RD,45 TARRYTOWN RD,2018003656,"TARRYTOWN RD AND 45 TARRYTOWN RD, Greenburgh, NY",41.0397203,-73.7853708
4/19/18,830,4/19/18 8:30,SAW MILL RIVER RD,,2018003717,"SAW MILL RIVER RD, Greenburgh, NY",41.0115345,-73.8483435
4/20/18,1251,4/20/18 12:51,KNOLLWOOD RD,,2018003772,"KNOLLWOOD RD, Greenburgh, NY",41.0456548,-73.8047319
4/20/18,1733,4/20/18 17:33,TARRYTOWN RD,,2018003782,"TARRYTOWN RD, Greenburgh, NY",41.038218,-73.782072
4/25/18,952,4/25/18 9:52,HILLSIDE AV,,2018003933,"HILLSIDE AV, Greenburgh, NY",41.0452952,-73.790382
5/2/18,930,5/2/18 9:30,S CENTRAL AV,,2018004165,"S CENTRAL AV, Greenburgh, NY",41.015,-73.803182
5/2/18,1245,5/2/18 12:45,SAW MILL RIVER RD,,2018004171,"SAW MILL RIVER RD, Greenburgh, NY",41.0115345,-73.8483435
5/3/18,840,5/3/18 8:40,TARRYTOWN RD,,2018004203,"TARRYTOWN RD, Greenburgh, NY",41.038218,-73.782072
5/3/18,1800,5/3/18 18:00,KEATS AV,,2018004230,"KEATS AV, Greenburgh, NY",41.030547,-73.817575
5/10/18,1710,5/10/18 17:10,1000 S CENTRAL AV,,2018004523,"1000 S CENTRAL AV, Greenburgh, NY",41.015,-73.803182
5/12/18,1815,5/12/18 18:15,TARRYTOWN RD,287,2018004587,"TARRYTOWN RD AND 287, Greenburgh, NY",41.0482277862601,-73.8081316342986
5/12/18,2020,5/12/18 20:20,TARRYTOWN RD,,2018004592,"TARRYTOWN RD, Greenburgh, NY",41.038218,-73.782072
5/14/18,1651,5/14/18 16:51,15 WASHINGTON PL,,2018004663,"15 WASHINGTON PL, Greenburgh, NY",41.0634951428571,-73.865642
5/17/18,1734,5/17/18 17:34,239 TARRYTOWN RD,,2018004779,"239 TARRYTOWN RD, Greenburgh, NY",41.0490733848593,-73.8091966554891
5/25/18,1044,5/25/18 10:44,E HARTSDALE AV,,2018005033,"E HARTSDALE AV, Greenburgh, NY",41.0114855,-73.7961129
6/1/18,834,6/1/18 8:34,W HARTSDALE AV,,2018005295,"W HARTSDALE AV, Greenburgh, NY",41.026784,-73.807664
6/2/18,1210,6/2/18 12:10,CENTRAL AV,,2018005340,"CENTRAL AV, Greenburgh, NY",41.0779345,-73.8607943
6/5/18,1108,6/5/18 11:08,S CENTRAL AV,,2018005420,"S CENTRAL AV, Greenburgh, NY",41.015,-73.803182
6/6/18,1400,6/6/18 14:00,HAYES ST,,2018005470,"HAYES ST, Greenburgh, NY",41.0604,-73.817688
6/7/18,937,6/7/18 9:37,TARRYTOWN RD,,2018005502,"TARRYTOWN RD, Greenburgh, NY",41.038218,-73.782072
6/11/18,1510,6/11/18 15:10,E HARTSDALE AV,,2018005646,"E HARTSDALE AV, Greenburgh, NY",41.0114855,-73.7961129
6/14/18,1747,6/14/18 17:47,TARRYTOWN RD,287,2018005755,"TARRYTOWN RD AND 287, Greenburgh, NY",41.0482277862601,-73.8081316342986
6/19/18,1702,6/19/18 17:02,LAKEVIEW AV,,2018005930,"LAKEVIEW AV, Greenburgh, NY",41.009559,-73.845976
6/22/18,2050,6/22/18 20:50,TARRYTOWN RD,287,2018006042,"TARRYTOWN RD AND 287, Greenburgh, NY",41.0482277862601,-73.8081316342986
6/28/18,1751,6/28/18 17:51,E HARTSDALE AV,ROCKLEDGE RD,2018006259,"E HARTSDALE AV AND ROCKLEDGE RD, Greenburgh, NY",41.0107609,-73.7965313
6/29/18,1545,6/29/18 15:45,JACKSON AV,,2018006295,"JACKSON AV, Greenburgh, NY",40.986792,-73.836019
7/2/18,1345,7/2/18 13:45,WINNETOU RD,,2018006389,"WINNETOU RD, Greenburgh, NY",41.05068,-73.7829
7/2/18,1548,7/2/18 15:48,VIRGINIA RD,,2018006398,"VIRGINIA RD, Greenburgh, NY",41.0609277,-73.7729742
7/7/18,1542,7/7/18 15:42,DOBBS FERRY RD,,2018006578,"DOBBS FERRY RD, Greenburgh, NY",41.0380371,-73.8182026
7/13/18,1230,7/13/18 12:30,S CENTRAL AV,,2018006796,"S CENTRAL AV, Greenburgh, NY",41.015,-73.803182
7/25/18,1125,7/25/18 11:25,SAW MILL RIVER RD,,2018007151,"SAW MILL RIVER RD, Greenburgh, NY",41.0115345,-73.8483435
10/16/18,814,10/16/18 8:14,JACKSON AVE,,2018009822,"JACKSON AVE, Greenburgh, NY",40.986792,-73.836019
11/19/18,1355,11/19/18 13:55,TARRYTOWN RD,,2018011064,"TARRYTOWN RD, Greenburgh, NY",41.038218,-73.782072
11/21/18,1833,11/21/18 18:33,TARRYTOWN RD,,2018011149,"TARRYTOWN RD, Greenburgh, NY",41.038218,-73.782072
